setting,z0,z1,Da,composition,T0,P0,rho0,critical_depth,critical_pressure,critical_temperature,plag_out_pressure,plag_out_temperature,plag_out_depth,effective_delta_rho,max_delta_rho,max_rho,max_densification_rate_1Myr,max_densification_rate_100kyr,max_densification_rate_50kyr,max_densification_rate_10kyr
,,,3.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,112426.48529705941,93.0,1187.0,93.0,1187.0,139761.9523904781,0.04369689916406494,0.06769713225761453,3.328652612563615,nan,nan,nan,nan
,,,3.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,99223.84476895379,93.0,1187.0,93.0,1187.0,139311.86237247448,0.07648307130263605,0.11069326985244654,3.371648750158447,nan,nan,nan,nan
,,,3.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,91272.25445089018,93.0,1187.0,93.0,1187.0,122868.57371474295,0.09795196885406193,0.13043394524318241,3.3913894255491828,nan,nan,nan,nan
,,,10.0,sammon_2021_deep_crust,1187.0,8075.999999999999,2862.585373529451,nan,nan,nan,93.0,1187.0,113116.62332466494,nan,nan,3.2537066420733156,nan,nan,nan,nan
,,,10.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,88961.79235847169,93.0,1187.0,93.0,1187.0,105405.08101620323,0.0608021109330089,0.07645033970981485,3.337405820015815,nan,nan,nan,nan
,,,10.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,80830.16603320664,93.0,1187.0,93.0,1187.0,105135.02700540109,0.09783977016073096,0.11992626658825056,3.380881746894251,nan,nan,nan,nan
,,,10.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,74468.89377875575,93.0,1187.0,93.0,1187.0,95323.06461292258,0.11678949072352805,0.13852867099810995,3.3994841513041103,nan,nan,nan,nan
,,,30.0,sammon_2021_deep_crust,1187.0,8075.999999999999,2862.585373529451,nan,nan,nan,93.0,1187.0,94122.824564913,nan,nan,3.2514653169117467,nan,nan,nan,nan
,,,30.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,77769.55391078215,93.0,1187.0,93.0,1187.0,88241.64832966594,0.06499700915211508,0.0744131327089117,3.335368613014912,nan,nan,nan,nan
,,,30.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,71738.3476695339,93.0,1187.0,93.0,1187.0,87971.59431886378,0.10450140219614969,0.11891942425519453,3.379874904561195,nan,nan,nan,nan
,,,30.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,65437.0874174835,93.0,1187.0,93.0,1187.0,80770.15403080617,0.12351934487303057,0.13912476011387964,3.40008024041988,nan,nan,nan,nan
,,,100.0,sammon_2021_deep_crust,1187.0,8075.999999999999,2862.585373529451,nan,nan,nan,93.0,1187.0,82660.53210642128,nan,nan,3.250234360563062,nan,nan,nan,nan
,,,100.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,72188.43768753752,93.0,1187.0,93.0,1187.0,78249.64992998599,0.06524155238715108,0.07289207490729854,3.333847555213299,nan,nan,nan,nan
,,,100.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,67537.50750150031,93.0,1187.0,93.0,1187.0,78129.62592518504,0.10654500001551713,0.1184769362705187,3.379432416576519,nan,nan,nan,nan
,,,100.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,58805.76115223044,93.0,1187.0,93.0,1187.0,72248.44968993799,0.12492437204987603,0.13940374751989237,3.4003592278258927,nan,nan,nan,nan
,,,300.0,sammon_2021_deep_crust,1187.0,8075.999999999999,2862.585373529451,nan,nan,nan,93.0,1187.0,76809.36187237447,nan,nan,3.250279171700946,nan,nan,nan,nan
,,,300.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,69547.90958191638,93.0,1187.0,93.0,1187.0,73238.64772954592,0.06563776157562573,0.07309670494456721,3.3340521852505676,nan,nan,nan,nan
,,,300.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,66307.26145229046,93.0,1187.0,93.0,1187.0,73478.69573914784,0.10813225607687531,0.11910243681266586,3.380057917118666,nan,nan,nan,nan
,,,300.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,56375.27505501101,93.0,1187.0,93.0,1187.0,68557.71154230846,0.12543359786123295,0.14033292051438728,3.4012884008203876,nan,nan,nan,nan
,,,1000.0,sammon_2021_deep_crust,1187.0,8075.999999999999,2862.585373529451,nan,nan,nan,93.0,1187.0,73148.62972594518,nan,nan,3.2502861283216395,nan,nan,nan,nan
,,,1000.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,67687.5375075015,93.0,1187.0,93.0,1187.0,69997.99959991997,0.06602575719515415,0.07311018849815731,3.3340656688041577,nan,nan,nan,nan
,,,1000.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,65707.14142828566,93.0,1187.0,93.0,1187.0,70568.11362272454,0.10937377811894222,0.11923466658829884,3.380190146894299,nan,nan,nan,nan
,,,1000.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,56015.20304060812,93.0,1187.0,93.0,1187.0,66637.32746549309,0.1266584453946908,0.14081613586429764,3.401771616170298,nan,nan,nan,nan
,,,3000.0,sammon_2021_deep_crust,1187.0,8075.999999999999,2862.585373529451,nan,nan,nan,93.0,1187.0,71498.29965993199,nan,nan,3.2502805083995603,nan,nan,nan,nan
,,,3000.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,66517.30346069214,93.0,1187.0,93.0,1187.0,68287.6575315063,0.06616203870063955,0.07311126049992378,3.334066740805924,nan,nan,nan,nan
,,,3000.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,65437.0874174835,93.0,1187.0,93.0,1187.0,69037.80756151231,0.11007949075637796,0.11923018259371165,3.380185662899712,nan,nan,nan,nan
,,,3000.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,55895.17903580716,93.0,1187.0,93.0,1187.0,65797.15943188638,0.1272241402696615,0.14085000122616442,3.4018054815321648,nan,nan,nan,nan
,,,10000.0,sammon_2021_deep_crust,1187.0,8075.999999999999,2862.585373529451,nan,nan,nan,93.0,1187.0,70778.15563112622,nan,nan,3.2502828239117427,nan,nan,nan,nan
,,,10000.0,sammon_2021_lower_crust,1187.0,8075.999999999999,2934.5570493802697,65827.16543308663,93.0,1187.0,93.0,1187.0,67417.48349669934,0.06618770130526778,0.07311116195132694,3.3340666422573273,nan,nan,nan,nan
,,,10000.0,hacker_2015_md_xenolith,1187.0,8075.999999999999,2972.700281969107,65227.04540908182,93.0,1187.0,93.0,1187.0,68167.63352670535,0.11046116588067154,0.11923532866421338,3.3801908089702137,nan,nan,nan,nan
,,,10000.0,mackwell_1998_maryland_diabase,1187.0,8075.999999999999,3031.440673443985,55865.17303460692,93.0,1187.0,93.0,1187.0,65377.07541508302,0.12752289871595232,0.14083852651982465,3.401794006825825,nan,nan,nan,nan
,,,0.01,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,nan,nan,nan,nan,nan,2.8605330204959225,nan,nan,nan,nan
,,,0.01,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,nan,nan,nan,nan,nan,nan,nan,nan,2.9243245909254494,nan,nan,nan,nan
,,,0.01,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,nan,nan,nan,nan,nan,nan,nan,nan,2.959626102486251,nan,nan,nan,nan
,,,0.01,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,nan,nan,nan,nan,nan,nan,nan,nan,3.01715754409451,nan,nan,nan,nan
,,,0.03,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,nan,nan,nan,nan,nan,2.8993066449388496,nan,nan,nan,nan
,,,0.03,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,nan,nan,nan,nan,nan,nan,nan,nan,2.9679756608526238,nan,nan,nan,nan
,,,0.03,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,nan,nan,nan,nan,nan,nan,nan,nan,3.00469674958951,nan,nan,nan,nan
,,,0.03,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,nan,nan,nan,nan,nan,nan,nan,nan,3.060208372602485,nan,nan,nan,nan
,,,0.1,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,nan,nan,nan,nan,nan,2.996919262832347,nan,nan,nan,nan
,,,0.1,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,nan,nan,nan,nan,nan,nan,nan,nan,3.0753038410429907,nan,nan,nan,nan
,,,0.1,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,nan,nan,nan,nan,nan,nan,nan,nan,3.1150891653428117,nan,nan,nan,nan
,,,0.1,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,nan,nan,nan,nan,nan,nan,nan,nan,3.1635928670575337,nan,nan,nan,nan
,,,0.3,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,nan,nan,nan,nan,nan,3.1234363723460796,nan,nan,nan,nan
,,,0.3,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,nan,nan,nan,nan,nan,nan,nan,nan,3.2112894346717247,nan,nan,nan,nan
,,,0.3,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,175289.05781156232,93.0,1337.0,nan,nan,nan,0.0034405052023223815,0.006653417996202116,3.252532511402202,nan,nan,nan,nan
,,,0.3,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,155455.09101820365,93.0,1337.0,nan,nan,nan,0.023060096638671753,0.04181987950137023,3.28769897290737,nan,nan,nan,nan
,,,1.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,nan,nan,nan,nan,nan,3.1927109028338694,nan,nan,nan,nan
,,,1.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,146603.32066413283,93.0,1337.0,nan,nan,nan,0.017192154931078188,0.03090156375861497,3.2767806571646148,nan,nan,nan,nan
,,,1.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,124068.81376275256,93.0,1337.0,nan,nan,nan,0.04508316928899061,0.07317123268487924,3.319050326090879,nan,nan,nan,nan
,,,1.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,112876.575315063,93.0,1337.0,93.0,1337.0,152844.56891378277,0.06832086943412155,0.09977758049307406,3.345656673899074,nan,nan,nan,nan
,,,3.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,141352.27045409082,nan,nan,3.2305035324040423,nan,nan,nan,nan
,,,3.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,112516.50330066013,93.0,1337.0,93.0,1337.0,130280.05601120224,0.04289546353046717,0.06356376091000726,3.309442854316007,nan,nan,nan,nan
,,,3.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,99343.86877375476,93.0,1337.0,93.0,1337.0,129979.99599919983,0.076268813298948,0.10717328813717097,3.3530523815431708,nan,nan,nan,nan
,,,3.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,90612.1224244849,93.0,1337.0,93.0,1337.0,115757.15143028606,0.09533045213641693,0.12617394339391996,3.3720530367999197,nan,nan,nan,nan
,,,10.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,111286.25725145028,nan,nan,3.2360460900472576,nan,nan,nan,nan
,,,10.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,92322.46449289858,93.0,1337.0,93.0,1337.0,102974.5949189838,0.055737973246721695,0.07159104130659477,3.3174701347125946,nan,nan,nan,nan
,,,10.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,83890.77815563112,93.0,1337.0,93.0,1337.0,102674.5349069814,0.09251293778775711,0.11457090165971895,3.3604499950657187,nan,nan,nan,nan
,,,10.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,76059.21184236847,93.0,1337.0,93.0,1337.0,93132.62652530507,0.10909747684892139,0.13084898439149262,3.3767280777974924,nan,nan,nan,nan
,,,30.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,97273.45469093819,nan,nan,3.234669164932015,nan,nan,nan,nan
,,,30.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,83260.65213042608,93.0,1337.0,93.0,1337.0,90492.09841968394,0.05986950712838962,0.0708310961171641,3.316710189523164,nan,nan,nan,nan
,,,30.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,76179.23584716943,93.0,1337.0,93.0,1337.0,90012.0024004801,0.09851205033874162,0.11524874638909433,3.361127839795094,nan,nan,nan,nan
,,,30.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,67117.42348469695,93.0,1337.0,93.0,1337.0,81610.32206441287,0.11473259180176709,0.13403819904247039,3.37991729244847,nan,nan,nan,nan
,,,100.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,88661.73234646929,nan,nan,3.2343296505407806,nan,nan,nan,nan
,,,100.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,79209.84196839368,93.0,1337.0,93.0,1337.0,83470.69413882776,0.060780644097925156,0.07070184255335032,3.31658093595935,nan,nan,nan,nan
,,,100.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,73028.60572114424,93.0,1337.0,93.0,1337.0,83080.61612322464,0.10071005624967336,0.11559529818868208,3.361474391594682,nan,nan,nan,nan
,,,100.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,61326.26525305062,93.0,1337.0,93.0,1337.0,75369.07381476296,0.11671903288002672,0.1349133571637986,3.3807924505697984,nan,nan,nan,nan
,,,300.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,84280.85617123425,nan,nan,3.234337344394047,nan,nan,nan,nan
,,,300.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,77319.46389277856,93.0,1337.0,93.0,1337.0,80020.00400080017,0.061343400498231566,0.07082007927642575,3.3166991726824255,nan,nan,nan,nan
,,,300.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,72038.40768153631,93.0,1337.0,93.0,1337.0,79869.97399479896,0.10207156534594797,0.11605830499772551,3.3619373984037253,nan,nan,nan,nan
,,,300.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,59525.905181036214,93.0,1337.0,93.0,1337.0,72638.52770554111,0.11707325383418365,0.135166460374613,3.3810455537806128,nan,nan,nan,nan
,,,1000.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,81640.32806561312,nan,nan,3.234333935745036,nan,nan,nan,nan
,,,1000.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,76149.2298459692,93.0,1337.0,93.0,1337.0,77889.57791558313,0.06165801126289416,0.07082205383383045,3.3167011472398302,nan,nan,nan,nan
,,,1000.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,71618.32366473295,93.0,1337.0,93.0,1337.0,78129.62592518504,0.1028852525642238,0.11614335413295596,3.3620224475389557,nan,nan,nan,nan
,,,1000.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,59315.86317263453,93.0,1337.0,93.0,1337.0,71198.23964792959,0.11772462597010562,0.13512134912513352,3.3810004425311333,nan,nan,nan,nan
,,,3000.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,80530.10602120424,nan,nan,3.2343348413456496,nan,nan,nan,nan
,,,3000.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,75549.1098219644,93.0,1337.0,93.0,1337.0,76809.36187237447,0.06178645071729452,0.07082042046324588,3.3166995138692457,nan,nan,nan,nan
,,,3000.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,71468.29365873174,93.0,1337.0,93.0,1337.0,77379.47589517903,0.10321422455690724,0.11613990667114615,3.362019000077146,nan,nan,nan,nan
,,,3000.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,59255.85117023405,93.0,1337.0,93.0,1337.0,70628.12562512503,0.11795839855526839,0.13510293383507932,3.380982027241079,nan,nan,nan,nan
,,,10000.0,sammon_2021_deep_crust,1337.0,8075.999999999999,2854.1968065034193,nan,nan,nan,93.0,1337.0,80050.0100020004,nan,nan,3.2343356478220144,nan,nan,nan,nan
,,,10000.0,sammon_2021_lower_crust,1337.0,8075.999999999999,2925.422496902028,75159.03180636128,93.0,1337.0,93.0,1337.0,76269.25385077015,0.06181329285890286,0.07082378507960119,3.316702878485601,nan,nan,nan,nan
,,,10000.0,hacker_2015_md_xenolith,1337.0,8075.999999999999,2963.084810158211,71408.28165633127,93.0,1337.0,93.0,1337.0,77049.40988197639,0.103378046644255,0.11614425202586975,3.3620233454318695,nan,nan,nan,nan
,,,10000.0,mackwell_1998_maryland_diabase,1337.0,8075.999999999999,3021.8674127782106,59255.85117023405,93.0,1337.0,93.0,1337.0,70388.0776155231,0.11807336554482895,0.1350961891647735,3.3809752825707733,nan,nan,nan,nan
,,,0.01,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,nan,nan,nan,nan,nan,2.856624147699807,nan,nan,nan,nan
,,,0.01,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,nan,nan,nan,nan,nan,nan,nan,nan,2.920924194646657,nan,nan,nan,nan
,,,0.01,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,nan,nan,nan,nan,nan,nan,nan,nan,2.9558226436352077,nan,nan,nan,nan
,,,0.01,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,nan,nan,nan,nan,nan,nan,nan,nan,3.013456661158829,nan,nan,nan,nan
,,,0.03,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,nan,nan,nan,nan,nan,2.901273798981964,nan,nan,nan,nan
,,,0.03,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,nan,nan,nan,nan,nan,nan,nan,nan,2.971493731982075,nan,nan,nan,nan
,,,0.03,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,nan,nan,nan,nan,nan,nan,nan,nan,3.0080678354227937,nan,nan,nan,nan
,,,0.03,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,nan,nan,nan,nan,nan,nan,nan,nan,3.0633738997856543,nan,nan,nan,nan
,,,0.1,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,nan,nan,nan,nan,nan,3.0058202756422037,nan,nan,nan,nan
,,,0.1,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,nan,nan,nan,nan,nan,nan,nan,nan,3.0859159866383434,nan,nan,nan,nan
,,,0.1,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,nan,nan,nan,nan,nan,nan,nan,nan,3.125687039280513,nan,nan,nan,nan
,,,0.1,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,nan,nan,nan,nan,nan,nan,nan,nan,3.1727173177516264,nan,nan,nan,nan
,,,0.3,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,nan,nan,nan,nan,nan,3.1153769084213137,nan,nan,nan,nan
,,,0.3,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,nan,nan,nan,nan,nan,nan,nan,nan,3.2033459521115324,nan,nan,nan,nan
,,,0.3,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,168057.61152230445,93.0,1487.0,nan,nan,nan,0.006747211873808139,0.012114882410527272,3.2429175889165274,nan,nan,nan,nan
,,,0.3,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,148883.77675535108,93.0,1487.0,nan,nan,nan,0.028820759661173034,0.04812172883249355,3.2789244353384936,nan,nan,nan,nan
,,,1.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,nan,nan,nan,nan,nan,3.1802401313898976,nan,nan,nan,nan
,,,1.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,147323.46469293858,93.0,1487.0,93.0,1487.0,166527.3054610922,0.016421598474537447,0.02874642734334154,3.2595491338493416,nan,nan,nan,nan
,,,1.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,124038.80776155232,93.0,1487.0,93.0,1487.0,166077.21544308861,0.04412265922709636,0.07166459392993696,3.302467300435937,nan,nan,nan,nan
,,,1.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,111766.35327065413,93.0,1487.0,93.0,1487.0,144562.9125825165,0.06478080449921655,0.09522184447125959,3.3260245509772597,nan,nan,nan,nan
,,,3.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,136761.3522704541,nan,nan,3.209463615381144,nan,nan,nan,nan
,,,3.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,116057.21144228846,93.0,1487.0,93.0,1487.0,125719.14382876575,0.035701105169317834,0.051754114199360046,3.28255682070536,nan,nan,nan,nan
,,,3.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,101774.3548709742,93.0,1487.0,93.0,1487.0,125479.09581916383,0.0695471245533507,0.09542464253256933,3.3262273490385694,nan,nan,nan,nan
,,,3.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,91812.36247249451,93.0,1487.0,93.0,1487.0,112426.48529705941,0.08665402203460598,0.1128078227471363,3.3436105292531364,nan,nan,nan,nan
,,,10.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,112606.52130426087,nan,nan,3.215567899392071,nan,nan,nan,nan
,,,10.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,97003.40068013602,93.0,1487.0,93.0,1487.0,103424.6849369874,0.04602495233193783,0.06139065625535167,3.2921933627613518,nan,nan,nan,nan
,,,10.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,87281.45629125825,93.0,1487.0,93.0,1487.0,103064.61292258452,0.08220819525578385,0.10284579723903864,3.3336485037450387,nan,nan,nan,nan
,,,10.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,77679.53590718145,93.0,1487.0,93.0,1487.0,93042.60852170434,0.09710415225748427,0.1163551974983621,3.347157904004362,nan,nan,nan,nan
,,,30.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,101684.33686737347,nan,nan,3.2152848076137865,nan,nan,nan,nan
,,,30.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,88811.76235247048,93.0,1487.0,93.0,1487.0,93882.77655531105,0.05123243496562704,0.06364902862623678,3.294451735132237,nan,nan,nan,nan
,,,30.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,80140.02800560111,93.0,1487.0,93.0,1487.0,93102.62052410483,0.088571491761836,0.10671471531751031,3.3375174218235104,nan,nan,nan,nan
,,,30.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,69787.9575915183,93.0,1487.0,93.0,1487.0,83380.67613522706,0.10292245204797017,0.12215421177948915,3.3529569182854893,nan,nan,nan,nan
,,,100.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,94962.9925985197,nan,nan,3.2151836636232347,nan,nan,nan,nan
,,,100.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,85181.03620724144,93.0,1487.0,93.0,1487.0,88541.70834166833,0.052484942852440736,0.06373828205303589,3.294540988559036,nan,nan,nan,nan
,,,100.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,77859.57191438288,93.0,1487.0,93.0,1487.0,87641.52830566114,0.09120688757539887,0.10758980940892338,3.3383925159149235,nan,nan,nan,nan
,,,100.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,64776.95539107821,93.0,1487.0,93.0,1487.0,78549.7099419884,0.10542598255510159,0.124062804298676,3.354865510804676,nan,nan,nan,nan
,,,300.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,91722.34446889377,nan,nan,3.215184764250528,nan,nan,nan,nan
,,,300.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,83530.70614122825,93.0,1487.0,93.0,1487.0,85901.1802360472,0.05290893831501748,0.0637940794661449,3.294596785972145,nan,nan,nan,nan
,,,300.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,77139.42788557711,93.0,1487.0,93.0,1487.0,85061.01220244048,0.09249722949750251,0.10810923027563835,3.3389119367816384,nan,nan,nan,nan
,,,300.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,62886.577315463095,93.0,1487.0,93.0,1487.0,76509.30186037207,0.10517480683654565,0.12401076715231296,3.354813473658313,nan,nan,nan,nan
,,,1000.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,89891.97839567914,nan,nan,3.215181628546045,nan,nan,nan,nan
,,,1000.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,82690.53810762151,93.0,1487.0,93.0,1487.0,84490.89817963593,0.05311524206891766,0.0637938750260929,3.294596581532093,nan,nan,nan,nan
,,,1000.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,76839.36787357472,93.0,1487.0,93.0,1487.0,83680.73614722944,0.09322656522201361,0.10838375302284797,3.339186459528848,nan,nan,nan,nan
,,,1000.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,62676.53530706141,93.0,1487.0,93.0,1487.0,75489.0978195639,0.1054188817248413,0.12394373398253045,3.3547464404885305,nan,nan,nan,nan
,,,3000.0,sammon_2021_deep_crust,1487.0,8075.999999999999,2845.7278268611235,nan,nan,nan,93.0,1487.0,89111.8223644729,nan,nan,3.215179659274594,nan,nan,nan,nan
,,,3000.0,sammon_2021_lower_crust,1487.0,8075.999999999999,2916.5407828825655,82360.47209441889,93.0,1487.0,93.0,1487.0,83920.78415683136,0.053206928697254754,0.06379453721118189,3.294597243717182,nan,nan,nan,nan
,,,3000.0,hacker_2015_md_xenolith,1487.0,8075.999999999999,2953.6528239934137,76719.34386877375,93.0,1487.0,93.0,1487.0,83140.62812562512,0.09351582225007417,0.10848037141868128,3.3392830779246814,nan,nan,nan,nan
,,,3000.0,mackwell_1998_maryland_diabase,1487.0,8075.999999999999,3012.8352109271596,62646.52930586117,93.0,1487.0,93.0,1487.0,75069.01380276054,0.10550421567509372,0.12390808052788316,3.3547107870338833,nan,nan,nan,nan
